PCB names,FreeRouting,,,,PcbRouter,,,,RL-MCTS,,,,Original solution,,,
Lys_Lys,No,,,,No,,,,,,,,,,,
MAGFest-2017-Swadges_magfest_badges,Yes,1224.8450490377766,11,56.019999999999996,No,,,,,,,,,,,
MAPone_MAP_append,Yes,982.1953472674359,0,11.45,No,,,,,,,,,,,
MAPone_MAPone,No,,,,No,,,,,,,,,,,
MAVRIC_Hardware_ArduinoPracticeBoard,Yes,729.4024368506708,10,22.69,No,,,,,,,,,,,
MAVRIC_Hardware_Motherboard,Yes,2127.6865920960577,8,414.13000000000005,No,,,,,,,,,,,
MAVRIC_Hardware_SoilBoard,Yes,383.1282172,3,39.56,Yes,317.85483585400794,27,32.0,,,,,,,,
MAVRIC_Hardware__autosave-Motherboard,Yes,2127.6865920960577,8,379.33000000000004,No,,,,,,,,,,,
MAVRIC_Hardware_pcieduino,Yes,1078.1015902032063,25,179.67000000000002,No,,,,,,,,,,,
MOD-MPU9150_mod-mpu9150,Yes,224.07824231651193,4,6.5600000000000005,Yes,168.90608241630562,24,7.0,,,,,,,,
MSGEQ7-Breakout-Board_MSGEQ7_Breakout_Board,Yes,191.8159992,0,1.23,Yes,186.15970964114504,1,1.0,,,,,,,,
MYS-PMS7003_MYS-PMS7003,Yes,2306.748933265057,23,330.90000000000003,No,,,,,,,,,,,
MagSpoofPI_MagSpoofinThePi,Yes,548.1077615,0,5.35,Yes,546.5833253404736,8,10.0,,,,,,,,
MeArm-Wireless-PCB_MeArmWireless,Yes,1520.886668054689,21,209.20000000000002,No,,,,,,,,,,,
Mechaduino-DR_Mechaduino DR 1.01,Yes,1324.968825764318,35,1326.06,No,,,,,,,,,,,
MicroMaple_MicroMaple,Yes,1459.463182914067,39,3114.4,No,,,,,,,,,,,
Microdox-PCB_Microdox,No,,,,No,,,,,,,,,,,
Microdox-PCB_Microdox-LEDs,No,,,,No,,,,,,,,,,,
Microdox-PCB_Microdox-topMCU,Yes,2757.925530945715,5,16.62,No,,,,,,,,,,,
Microdox-PCB_Print-Microdox,No,,,,No,,,,,,,,,,,
Microdox-PCB_pcbbackup,No,,,,No,,,,,,,,,,,
Mini-Ultra-8-MHz_RS-MINI-ULTRA-8M,Yes,447.7377924,17,45.96,No,,,,,,,,,,,
Minitel_bbb-adapter,Yes,946.734318,3,8.07,Yes,884.5735541464855,13,11.0,,,,,,,,
Minitel_driver_board,Yes,843.3362929,0,4.41,Yes,824.0180255973643,9,12.0,,,,,,,,
Minitel_video_output_stage,Yes,631.1598079,0,1.99,Yes,621.8213160821584,1,7.0,,,,,,,,
MixSID_mixsid,No,,,,Yes,2663.319518501319,213,111.0,,,,,,,,
MonApollo_analog-board,No,,,,No,,,,,,,,,,,
MonApollo_digital-board,No,,,,No,,,,,,,,,,,
MoonLander_MoonLander,Yes,797.6062926738778,22,405.03999999999996,No,,,,,,,,,,,
MySRaspiGW_MySRaspiGW,Yes,98.779,2,3.92,Yes,84.27422074112307,7,1.0,,,,,,,,
MySRaspiGW_MySRaspiGW_PA_LNA,Yes,98.26305371058434,2,1.62,Yes,86.33998386532915,6,0.1,,,,,,,,
MySRaspiGW_MySRaspiGW_PA_LNA_Pimoroni,Yes,102.8992867,2,4.95,Yes,106.53947980194086,5,1.0,,,,,,,,
MySRaspiGW_MySRaspiGW_Pimoroni,Yes,120.58902988302552,2,0.9,Yes,112.77615504660557,8,2.0,,,,,,,,
MySensorIRBlaster_IR Blaster,Yes,1062.353363832063,24,84.57,No,,,,,,,,,,,
MySensorsNode_LE-BOX-0028,Yes,3237.201390105733,43,978.72,No,,,,,,,,,,,
MySensors_SecureKeyfob_MySensors_RNDKeyfob,No,,,,No,,,,,,,,,,,
NRC2016_banked_ram,Yes,3795.008682,25,155.54,Yes,3660.221887304983,221,226.0,,,,,,,,
NRC2016_usb_sio,Yes,1917.586593,11,62.77,No,,,,,,,,,,,
NRC2016_z80,Yes,5332.466,13,186.76,No,,,,,,,,,,,
NavigationThing_NavigationThing,Yes,795.3561542677537,0,240.62,Yes,741.5749098390631,26,8.0,,,,,,,,
NavigationThing_NavigationThingBacklight,No,,,,Yes,46.25979797464471,5,1.0,,,,,,,,
NeoWall_NeoWall,Yes,574.661,0,5.88,Yes,516.4762858884266,8,6.0,,,,,,,,
Neptune-Hardware_DataAcquisitionBoard,Yes,686.4463953,0,1.76,No,,,,,,,,,,,
NiMH-Charger_NiMH Charger,Yes,883.5042187681607,0,4.57,No,,,,,,,,,,,
NightClock_ESPBoard,Yes,611.2873917,6,14.39,No,,,,,,,,,,,
NoVo-Pi_NoVoPi,Yes,571.0218393,0,2.04,Yes,558.299284839316,0,4.0,,,,,,,,
NodeMcu-v3-LiPoly-LiIon-Backpack_NodeMcuLiPolyBackpack,Yes,156.2653544,0,2.36,Yes,128.7217906514915,8,2.0,,,,,,,,
OLD-Stepper-motor-board-design-project_Stepper motor driver,Yes,539.2175555335835,15,13.35,No,,,,,,,,,,,
Omega2-Berrydock_berrydock-mini,Yes,1546.686984,28,1006.77,No,,,,,,,,,,,
Omega2-mini-dock_Omega2 mini-dock,Yes,552.3899121449175,0,13.46,No,,,,,,,,,,,
OpAmpPassXsistorBenchSupply_OpAmpPassXsistorBenchSupply,Yes,1578.1926834857447,2,24.28,No,,,,,,,,,,,
Open-Source-Power-Supply_PowerSupply_PCB,Yes,1041.752,2,17.41,Yes,988.5314125437536,21,18.0,,,,,,,,
Open-Source-Power-Supply_PowerSupply_PCB_backup,Yes,1040.4508205640855,1,16.33,Yes,981.6904225356228,16,15.0,,,,,,,,
OpenAVRc_Mega_2560 core mini_full_2.0,Yes,3779.3886506411072,25,428.33,No,,,,,,,,,,,
OpenBot_openbot,Yes,718.829143,6,35.78,Yes,683.7707970003183,21,31.0,,,,,,,,
OpenHardwareExG_ActiveElectrode_OpenHardwareExG_ActiveElectrode,No,,,,No,,,,,,,,,,,
OpenHardwareExG_Shield_OpenHardwareExG_Shield,Yes,3142.5016503394977,92,152.91,Yes,2535.185727879179,359,1731.0,,,,,,,,
OpenHardwareExG_Shield_OpenHardwareExG_Shield_Test_Board,Yes,3722.418672502404,56,401.10999999999996,Yes,3213.392183718776,139,507.0,,,,,,,,
OpenHardwareExG_Shield_OpenHardwareExG_Shield_Test_Board_all_panelled,Yes,3722.418672502404,56,413.66999999999996,Yes,3213.392183718776,139,504.0,,,,,,,,
OpenMPPT_OpenMPPT,Yes,868.1638293,10,119.16,No,,,,,,,,,,,
OpenTheremin_V3_Shield_OpenThereminCC,Yes,2161.623332572215,43,221.81,No,,,,,,,,,,,
OpenVNAVI_driver unit,No,,,,No,,,,,,,,,,,
OpenVNAVI_motor unit,Yes,59.006,0,0.13,No,,,,,,,,,,,
OricMouse_OricMouse,No,,,,No,,,,,,,,,,,
OvenController_Oven,No,,,,Yes,1891.4674299673704,36,34042.0,,,,,,,,
Own-Mailbox-Hardware_eth,No,,,,No,,,,,,,,,,,
Own-Mailbox-Hardware_mailbox,No,,,,No,,,,,,,,,,,
Own-Mailbox-Hardware_mailbox-before,Yes,2199.6485530537493,81,4249.75,No,,,,,,,,,,,
Own-Mailbox-Hardware_pierre,No,,,,No,,,,,,,,,,,
P8000_WDC_Emulator_P8000_WDC_Emulator,Yes,8834.405921,35,1461.89,No,,,,,,,,,,,
PCB_constant_current_ac_hv,Yes,136.8090072,0,0.42,Yes,137.54091770706273,0,1.0,,,,,,,,
PCB_serie_led_strip,Yes,39.06,0,0.31,Yes,38.69999999999993,0,0.1,,,,,,,,
PCB_small_halogen_replacement,No,,,,Yes,314.7866289611551,14,5.0,,,,,,,,
PCIE-to-MXM-Adapter_PCIEx1toMXM3.0,Yes,2608.5345,41,6590.91,No,,,,,,,,,,,
PDB_OSD_HARDWARE_Quadcopter Power Board,No,,,,No,,,,,,,,,,,
PGA2311_pga2311,Yes,535.331,3,23.45,Yes,469.5760568245439,22,4.0,,,,,,,,
PICA_pica,Yes,3497.814895177927,9,567.03,No,,,,,,,,,,,
PICA_rampzbackup,Yes,2791.2141248131998,1,570.79,No,,,,,,,,,,,
POV_POV,Yes,304.8950591,0,1.7,Yes,297.8014628389858,1,2.0,,,,,,,,
PSU-5V-6V-Dual9V_PSU-5V-6V-Dual9V,Yes,1016.173861,0,27.56,Yes,943.1164804318172,26,26.0,,,,,,,,
PWRmeter_PWMeter,Yes,521.7981164,0,5.95,No,,,,,,,,,,,
Paperino_HW_Paperino_shield,Yes,571.7705399,0,3.67,No,,,,,,,,,,,
Paperino_HW_paperino_breakout,Yes,163.1592868,0,0.66,No,,,,,,,,,,,
Paperino_HW_paperino_module,Yes,466.4292377047992,11,83.84,Yes,379.7818767220897,42,4.0,,,,,,,,
Phased-Array-Microphone-using-FPGA_SateliteMicrophone,Yes,225.1623186,1,6.41,Yes,186.32804461028553,13,1.0,,,,,,,,
Photodiode_dethead,Yes,229.1631935,0,1.74,No,,,,,,,,,,,
Pi-Zero-SD-and-Audio-Out_BaseBoard,No,,,,Yes,1166.7815168517827,95,16.0,,,,,,,,
PiBook_pibook,No,,,,No,,,,,,,,,,,
PiPlay_AudioHAT,Yes,775.3910066,12,504.99,Yes,685.4082418327556,47,16.0,,,,,,,,
PiPlay_SDHat,Yes,543.862038,8,48.77,Yes,492.336925350054,27,5.0,,,,,,,,
PiZeroHub_PiZeroHub,Yes,795.2681845,10,180.44,Yes,618.8953592725597,41,52.0,,,,,,,,
PixyWirelessShield_Shield PIXY,Yes,155.53924144952222,0,0.78,No,,,,,,,,,,,
Planet_Vocab,Yes,609.9491146,0,2.01,Yes,605.9947575155846,2,7.0,,,,,,,,
PmodHDMIIn_PmodHDMIIn,Yes,820.5179815,5,95.08,No,,,,,,,,,,,
PoEPi-hardware__autosave-pizero-poe,No,,,,Yes,1147.8580262874466,92,23.0,,,,,,,,
PoEPi-hardware_pizero-poe,No,,,,Yes,1070.1102493726485,86,18.0,,,,,,,,
PocketBone_pocketbone-kicad,No,,,,No,,,,,,,,,,,
PowerGloveUHID_main_board,Yes,2260.808571,19,36.55,Yes,2049.708506407066,69,769.0,,,,,,,,
PowerGloveUHID_sensor_board,Yes,370.2754383,1,2.33,No,,,,,,,,,,,
Practicas-Curso-Kicad_Ej2,Yes,559.3838193,7,8.98,No,,,,,,,,,,,
Practicas-Curso-Kicad_Ejercicio2,Yes,624.8889295,4,38.91,Yes,562.0001159435536,24,6.0,,,,,,,,
Practicas-Curso-Kicad_Ejercicio_2,Yes,537.6523030064437,3,9.72,No,,,,,,,,,,,
Practicas-Curso-Kicad_Fusari_Diego,Yes,44.53960282,0,0.36,Yes,44.263057073513565,0,0.1,,,,,,,,
Practicas-Curso-Kicad_Ivan-Dmytrow,Yes,43.38616252,0,0.37,Yes,43.47350647362946,0,0.1,,,,,,,,
Practicas-Curso-Kicad_PRY_EJ1,Yes,51.64793073,0,0.47,No,,,,,,,,,,,
Practicas-Curso-Kicad_Salguero_Federico2,Yes,574.565955,4,8.89,No,,,,,,,,,,,
Practicas-Curso-Kicad_mainenti_miguel,Yes,44.26084397,0,0.5,No,,,,,,,,,,,
ProtoHead_v4_Protohead_v4_FAB_rc1,Yes,203.9261341,3,5.22,No,,,,,,,,,,,
Protoboard-DIP-for-CHIP_chip-dip-protoboard,No,,,,Yes,677.6362823870965,5,35.0,,,,,,,,
Prototyping_Workshop_Prototyping_PCB,Yes,668.0115367405135,0,8.83,Yes,627.7938434449094,13,11.0,,,,,,,,
PsuFanController_FanController,Yes,156.9499855,0,0.73,Yes,154.95311343009632,0,0.1,,,,,,,,
QRPCard_QRPCard,Yes,902.2104122,6,71.38,No,,,,,,,,,,,
R1002_R1002,Yes,535.4667372,10,41.85,No,,,,,,,,,,,
R1007_R1007,Yes,806.1420797,12,85.46,No,,,,,,,,,,,
RASPMINI_RASPmini,Yes,1146.194,3,67.83,No,,,,,,,,,,,
RC2014_RC2014 IDE,Yes,1377.9182727838777,1,21.8,No,,,,,,,,,,,
RC2014_RC2014 RAM,Yes,1940.9554856297932,11,33.269999999999996,No,,,,,,,,,,,
RC2014_RC2014 Tandy Sound Card,Yes,2327.829527,9,126.88000000000001,No,,,,,,,,,,,
RD60_RD60,No,,,,Yes,4150.146214784774,29,184.0,,,,,,,,
RFM69-PowerMonitor_RFM69-PowerMonitor,Yes,349.995,0,7.76,No,,,,,,,,,,,
RFM69HCW_ATSHA204A_Breakout_RFM69HCW_ATSHA204A_Breakout,Yes,193.0306491,0,2.15,No,,,,,,,,,,,
RF_SIGNAL_GENERATOR_HARDWARE_RF Signal Generator,Yes,1187.4266417273277,39,3449.6400000000003,No,,,,,,,,,,,
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD,No,,,,No,,,,,,,,,,,
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD_negative,Yes,1162.979839,11,254.22,No,,,,,,,,,,,
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD_positive,Yes,1237.316671,16,162.09,No,,,,,,,,,,,
RN2483shield_RN2483shield,No,,,,Yes,470.61173378360536,8,526.0,,,,,,,,
RPi-ATtiny85-Programmer_rpi_attiny85_programmer,Yes,209.45719946425692,0,1.06,Yes,194.41317139919866,2,1.0,,,,,,,,
RPi-PWM-Fan-interface_RPi PWM Fan interface,Yes,61.316,0,0.05,No,,,,,,,,,,,
RSL_RSL,Yes,2212.270854066964,3,54.69,No,,,,,,,,,,,
RX5808_diversityModule,Yes,594.8753659912628,8,34.300000000000004,No,,,,,,,,,,,
RX5808_rx5808_4button,Yes,1037.828356,30,616.44,No,,,,,,,,,,,
Radar-System_fmcw_radar,No,,,,No,,,,,,,,,,,
Radio-FM-TEA5767_radio tea5767,Yes,689.8800474,2,17.03,No,,,,,,,,,,,
RainbowFox_RainbowFox,No,,,,No,,,,,,,,,,,
Raspberry-Pi-Soft-Power-Controller_Switching Supply TPS563208 MCI,Yes,162.38033161904247,0,1.24,No,,,,,,,,,,,
Raspberry-Pi-Soft-Power-Controller_Zero Current Soft Power,Yes,310.011,1,3.36,No,,,,,,,,,,,
RaspberryPi-PoE_PoELLi_PI,Yes,706.5736539,0,7.92,No,,,,,,,,,,,
ReST32_ReST,Yes,5694.531313,75,6313.4,No,,,,,,,,,,,
ReST32_ReST RRD-FGC-Adapter,Yes,725.813132,5,26.22,No,,,,,,,,,,,
ReST32_ReST SD-Module,Yes,473.93507668581816,5,8.58,No,,,,,,,,,,,
ReST32_combined,Yes,1064.5451685316596,6,101.21,No,,,,,,,,,,,
Retro1DecodingModules_AddressDecoderModule,Yes,539.0491074,0,5.65,Yes,510.252498679578,5,4.0,,,,,,,,
RoBoC_CameraAdaptor,Yes,693.9323222,0,1.98,No,,,,,,,,,,,
RoBoC_RoboticsMKII,Yes,3495.8090112343434,61,4383.860000000001,No,,,,,,,,,,,
S1G-Mod_JST_Adapter,Yes,59.54231585,0,0.42,Yes,54.21147904132612,2,0.1,,,,,,,,
S1G-Mod_S1G_Mod_868,No,,,,No,,,,,,,,,,,
S4A-Mini-board_s4a-mini-board,Yes,1061.113776,1,7.73,No,,,,,,,,,,,
SAMPad_SAMPad,No,,,,No,,,,,,,,,,,
SIUSBSC_SIUSBSC,Yes,312.8298037,4,64.29,No,,,,,,,,,,,
SMDBreakouts_smd_breakout,Yes,294.717946,0,2.34,Yes,211.40014405503885,16,0.1,,,,,,,,
SMDBreakouts_smd_breakout_quad,Yes,294.717946,0,2.3,Yes,211.40014405503885,16,0.1,,,,,,,,
SNAP-Badge_SNAP_badge,Yes,5041.83192,111,3558.02,No,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware_Power,No,,,,No,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware_Spex-Mainboard-Hardware,Yes,3285.914532,59,2591.48,No,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware_Spex-Mainboard-Hardware_rev1,Yes,3269.380455,58,4152.11,No,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware__autosave-Power,No,,,,No,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware__autosave-Spex-Mainboard-Hardware,Yes,3333.4504596252436,57,1992.71,No,,,,,,,,,,,
SPI-shift-register-CS_SPI shift register CS,Yes,1492.3671177297565,2,27.259999999999998,No,,,,,,,,,,,
STM32F303_LQFP48_STM32_LQFP48,Yes,1003.5002604935748,18,147.65,No,,,,,,,,,,,
STM32F373_LQFP48_STM32_LQFP48,Yes,954.9580265,9,217.39,No,,,,,,,,,,,
SensebenderMicro2_SensebenderMicro2,No,,,,No,,,,,,,,,,,
Sensory_Adaptation_Bot_sa_bot,Yes,2951.1040345152246,32,1459.5500000000002,No,,,,,,,,,,,
Shift-in-32-HC165_shift-in,Yes,1611.675861,1,34.56,Yes,1518.5749941602116,26,19.0,,,,,,,,
Shift-out-32-HC595_Shift-out,Yes,1445.644291,9,356.98,Yes,1258.1479654262916,47,22.0,,,,,,,,
SimpleCPLD_SimpleCPLD,Yes,763.1841555,25,56.81,Yes,664.9497298880347,43,6.0,,,,,,,,
Simple_84_Keyboard_84,No,,,,Yes,6970.305173778875,146,404.0,,,,,,,,
Smart-Watch_BON-PCB,Yes,197.0180718,0,0.54,Yes,192.22624607358406,0,1.0,,,,,,,,
Smart-Watch_SmartWatch,Yes,1255.805882303347,66,2611.28,No,,,,,,,,,,,
SmartLaserCO2-PCB_LaserPointer,Yes,49.8460844,0,0.23,Yes,50.045081348883244,0,0.1,,,,,,,,
SmartLaserCO2-PCB_OptAdjust,Yes,75.09491768,0,0.5,Yes,75.0129075763134,0,1.0,,,,,,,,
SmartLaserCO2-PCB_SmartLaserShield,Yes,1359.0292704158949,2,67.08,Yes,1239.7899859912764,41,26.0,,,,,,,,
SmartLaserCO2-PCB_WaterCool,Yes,100.4440113,0,0.66,Yes,106.77542046766247,0,2.0,,,,,,,,
SmartLaserCO2-PCB__autosave-SmartLaserShield,Yes,1359.0292704158949,2,64,Yes,1239.7899859912764,41,26.0,,,,,,,,
SmartLaserMiniShield_SmartLaserMiniShield,Yes,1186.282108,7,17.21,Yes,1084.312290331929,20,21.0,,,,,,,,
Solar_Project_Solar,Yes,3368.389,31,595.21,No,,,,,,,,,,,
Solare-BQ24210_Solare-BQ24210,Yes,127.03937409687916,0,2.71,Yes,108.4710617619558,10,6.0,,,,,,,,
SparkSwitch_SparkProtectionSwitch,Yes,182.9242155,0,1.63,No,,,,,,,,,,,
SpindleController_spindle_controller,No,,,,No,,,,,,,,,,,
Starburst-One_alpha,No,,,,Yes,92.89855959534235,4,1.0,,,,,,,,
Starling_Starling_V1,No,,,,Yes,1464.8500269548229,142,32.0,,,,,,,,
Starling__autosave-Starling WiPSU ver_0.1,Yes,399.8995053,1,14.92,No,,,,,,,,,,,
Starling_matrix,No,,,,Yes,943.4832391172363,81,52.0,,,,,,,,
StickIt-MB_StickIt-Hat,Yes,1598.9803590601791,0,21.259999999999998,Yes,1554.132515160015,21,16.0,,,,,,,,
SunLeaf_SunLeaf_V2,Yes,2373.1422991873965,51,1553.1599999999999,No,,,,,,,,,,,
SynthDrumTrigger_Synth Drum Trigger,Yes,440.61527744268193,0,1.9100000000000001,No,,,,,,,,,,,
T962A-UpgradeBoard_T962A-UpgradeBoard,No,,,,No,,,,,,,,,,,
TB6600StepperDriver_DEW_TB6600-V1,No,,,,No,,,,,,,,,,,
TCKB_Kicad_TCKB,No,,,,Yes,14085.754535073533,1154,9565.0,,,,,,,,
TLPHnodeV2_TLPHnodeV2,Yes,453.7173066,7,165.67,No,,,,,,,,,,,
TMC261-stepstick_TMC261-stepstick-v1,No,,,,No,,,,,,,,,,,
TMC261-stepstick_TMC261-stepstick-v1.1,Yes,2977.885159010075,57,633.19,Yes,2990.7686535077487,209,198.0,,,,,,,,
TOBS_HybridChargeController,No,,,,No,,,,,,,,,,,
TPS63001-Breakout_TPS63001 Breakout,Yes,122.27452440782491,3,4.08,No,,,,,,,,,,,
TPS63001-Breakout_TPS63001 Breakout 25x25,No,,,,No,,,,,,,,,,,
TTNEnschedeMote_ArduinoNanoRN2483,Yes,488.5427439,1,4.98,Yes,496.2378866196261,12,68.0,,,,,,,,
TX5823_TX5823,No,,,,No,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_PropShield_Uno,Yes,1092.967064,3,21.17,Yes,1009.5644944106292,28,15.0,,,,,,,,
Teensy-3.5-Breakout-Boaard_Teensy 35 Breakout v1,No,,,,No,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Teensy 35 Breakout v2,Yes,2644.5309739784107,0,30.310000000000002,No,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Teensy35Mega,Yes,5632.544807,34,913.7,No,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_TeensyMegaIoShield,Yes,3604.182493625736,24,466.31,No,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Teensy_Uno,Yes,3110.774062,9,117.25,No,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Test,Yes,843.28,0,5.8,Yes,843.6000000000008,0,14.0,,,,,,,,
Teensy-Hats_Teensy-7-Segment-Hat,Yes,177.4229172,2,1.94,Yes,175.44133470105953,3,1.0,,,,,,,,
Teensy-Hats_Teensy-LCD-LiDAR-Hat,Yes,764.7419191709013,1,6.569999999999999,No,,,,,,,,,,,
Teensy-Hats_Temperature-Monitor-Hat,Yes,708.8094175,1,5.4,Yes,667.7122141942593,18,11.0,,,,,,,,
TeensyProtoboard_TeensyProtoboard,Yes,534.1453063,0,9.05,Yes,518.6757838676034,2,5.0,,,,,,,,
Theia_Theia,No,,,,Yes,469.6408191272781,6,127.0,,,,,,,,
ThinkerShield_ThinkerShield,Yes,977.4046384,3,27.37,No,,,,,,,,,,,
Thremal-Printer_thermal printer,Yes,1095.491045330399,0,26.91,No,,,,,,,,,,,
TinySimon_TinySimon,Yes,472.7507295,12,66.88,No,,,,,,,,,,,
TinyTracker_ub-minimal,Yes,585.0637280478113,19,517.5,No,,,,,,,,,,,
ToslinkCNC_Toslink PlanetCNC ECO shield,Yes,1043.366819392603,0,6.29,No,,,,,,,,,,,
ToslinkCNC__autosave-ToslinkCNC_OneAxis,Yes,1226.627477866416,19,150.99,No,,,,,,,,,,,
ToslinkCNC_toslink_arduino_shield,Yes,1866.4293260517402,11,38.32,Yes,1628.7963729386295,66,26.0,,,,,,,,
TripleDelay2399_TripleDelay2399,Yes,2115.914003936403,0,31.29,Yes,2125.997006522843,22,38.0,,,,,,,,
Ttl_wlan_radar,No,,,,No,,,,No,,,,Yes,1454.001,104,N/A
TurbiGnUSB_Turbidignusb,Yes,509.6262895,1,23.5,Yes,451.7103146278764,14,6.0,,,,,,,,
UCCBPCB_USB_CAN_CONVERTER_BASIC,Yes,306.4456553975795,7,48.7,No,,,,,,,,,,,
ULPI-Pmod_ULPI-Pmod,Yes,568.4786234,10,29.96,No,,,,,,,,,,,
UProgrammer-Hardware_Programmer,Yes,2075.934725,38,363.13,No,,,,,,,,,,,
USB-Adapter_USB Adapter,Yes,375.3292519610329,0,5.08,No,,,,,,,,,,,
USB-TypeC-breakout-board_USB-TypeC-breakout-board,No,,,,No,,,,,,,,,,,
USBtin_USBtin,Yes,548.7006195,0,5.07,No,,,,,,,,,,,
UltrasonicSystem_Schematic,Yes,3424.6216039136925,10,123.17000000000002,No,,,,,,,,,,,
UniversalBoard4Nucleo_Nucleo_Universal_Board,Yes,1254.862624,0,16.31,Yes,1916.4988931220942,120,40.0,,,,,,,,
Usb-Serial-Breakout-Cp2102_cp2102,Yes,167.0668432886313,5,21.65,Yes,144.1846922472666,19,5.0,,,,,,,,
Usb_dac_dac,Yes,1969.2374291930616,5,309.72,No,,,,,,,,,,,
VB-IoT1_VB-IoT1_v1,No,,,,No,,,,,,,,,,,
VC4000MultiROM_MultiRomCard,Yes,6443.58349,18,676.02,No,,,,,,,,,,,
VM-sensor-PT1000_vm-sensor-pt100,Yes,401.2715434,0,9.43,No,,,,,,,,,,,
VariableGainAmplifier_AnalogFrontEnd,Yes,685.3459765,0,52.33,Yes,692.9741197498428,39,52.0,,,,,,,,
Vento_Vento,Yes,1798.084401,63,2827.24,No,,,,,,,,,,,
WHCS-Base-Station_base-station,Yes,2730.074767248578,22,498.24,No,,,,,,,,,,,
WS2811LEDMatrix_matrixcontrol,Yes,1335.981793,22,218.27,No,,,,,,,,,,,
WeatherSpot_Weather_station_unit,No,,,,No,,,,,,,,,,,
WeatherSpot_vreg_pressure,Yes,60.30147507,0,0.57,Yes,53.31076877383239,2,0.1,,,,,,,,
WemosLoraTracker_wemosGPSrfm,Yes,733.8743291081867,5,17.82,Yes,667.5192870617915,30,8.0,,,,,,,,
Wifi-Play-Board_Wifi_PB,No,,,,No,,,,,,,,,,,
Wkaku_wkaku,No,,,,Yes,304.5990136536514,0,437.0,,,,,,,,
WordClock_v2.0_WordClock_v2,Yes,578.0560158,4,22.58,No,,,,,,,,,,,
WyoManiacalDisplay_WyoDisplay,Yes,878.4219491,2,7.13,No,,,,,,,,,,,
Youyue-858D-plus-FAN-speed-mod_youyue-858d-plus-fan-speed-mod,Yes,211.7028535,7,6.51,No,,,,,,,,,,,
Youyue-858D-plus-MCU-adapter_youyue-858d-plus-mcu-adapter,Yes,407.6315127,0,13.06,Yes,428.46777875951926,5,3.0,,,,,,,,
a123-battery-integration_BCM,Yes,1554.7473813586007,20,132.07,No,,,,,,,,,,,
abus-cfa1000-display-grabber_acs-display-grabber,Yes,3262.321058918632,71,615.12,Yes,3115.8560083513207,184,301.0,,,,,,,,
airqualitystation_hardware,Yes,678.9190253,8,41.27,No,,,,,,,,,,,
akuhei_akuhei,Yes,308.35483303263516,0,5.4399999999999995,Yes,278.96571825025717,20,1.0,,,,,,,,
analog_esr_meter_esr_meter_rev_a,Yes,783.143401,0,8.67,No,,,,,,,,,,,
analog_esr_meter_esr_meter_rev_b,Yes,814.8837544,0,7.56,No,,,,,,,,,,,
analogevse_AnalogEVSE,Yes,1687.05079,0,9.85,No,,,,,,,,,,,
android_debug_cable_android_debug_cable,No,,,,No,,,,,,,,,,,
anima_MotorDrive,Yes,1514.8798572299006,13,154.42999999999998,Yes,1270.9240458707966,76,19.0,,,,,,,,
antdroid-board_antdroid-board,No,,,,No,,,,,,,,,,,
apa102lantern_apa102-lantern-esp8266,Yes,524.8921306,0,4.52,No,,,,,,,,,,,
apa102lantern_apa102-lantern-side,Yes,573.5580081,1,17.9,Yes,520.0106686039458,18,3.0,,,,,,,,
arduino-led-driver_arduino-led-driver,Yes,2398.824809323734,55,1294.75,No,,,,,,,,,,,
arduino_arduino leds,Yes,730.5136178832261,0,6.23,No,,,,,,,,,,,
arf154_arf154,No,,,,No,,,,,,,,,,,
atmegax8-protoboard_atmegax8-protoboard,Yes,328.4997635143062,0,2.26,Yes,336.16522753391024,2,3.0,,,,,,,,
atmel-programmer_atmel_programmer,Yes,887.4693197,0,4.89,Yes,833.0624023872732,15,11.0,,,,,,,,
audio_relay_input_switch_relay_switch,Yes,561.0352248,2,5.64,Yes,526.742258336358,9,5.0,,,,,,,,
audprog_audprog_v2,Yes,725.9695075,4,49.51,Yes,618.3002628109048,40,4.0,,,,,,,,
autohat-board_autohat-rig,No,,,,No,,,,,,,,,,,
autohat-board_inverted-usd-adapter,Yes,234.4408561,0,0.55,Yes,234.37414857579898,0,0.1,,,,,,,,
autohat-board_usd-adapter,Yes,272.9014775,3,2.59,Yes,253.77512062796217,8,3.0,,,,,,,,
avr-divecomputer_dc,Yes,2091.148495,6,165.32,No,,,,,,,,,,,
avr-fuser-32_adapter,Yes,4380.274038,11,107.25,Yes,4543.939017321558,265,235.0,,,,,,,,
avr-fuser-32_hvpp,Yes,1768.334,6,35.73,No,,,,,,,,,,,
