PCB names,FreeRouting,,,,PcbRouter,,,,RL-MCTS,,,,Original solution,,,
Neptune-Hardware_DataAcquisitionBoard,Yes,686.4463953,0,1.76,,,,,,,,,,,,
NiMH-Charger_NiMH Charger,Yes,883.5042187681607,0,4.57,,,,,,,,,,,,
NightClock_ESPBoard,Yes,611.2873917,6,14.39,,,,,,,,,,,,
NoVo-Pi_NoVoPi,Yes,571.0218393,0,2.04,,,,,,,,,,,,
NodeMcu-v3-LiPoly-LiIon-Backpack_NodeMcuLiPolyBackpack,Yes,156.2653544,0,2.36,,,,,,,,,,,,
OLD-Stepper-motor-board-design-project_Stepper motor driver,Yes,539.2175555335835,15,13.35,,,,,,,,,,,,
Omega2-Berrydock_berrydock-mini,Yes,1546.686984,28,1006.77,,,,,,,,,,,,
Omega2-mini-dock_Omega2 mini-dock,Yes,552.3899121449175,0,13.46,,,,,,,,,,,,
OpAmpPassXsistorBenchSupply_OpAmpPassXsistorBenchSupply,Yes,1578.1926834857447,2,24.28,,,,,,,,,,,,
Open-Source-Power-Supply_PowerSupply_PCB,Yes,1041.752,2,17.41,,,,,,,,,,,,
Open-Source-Power-Supply_PowerSupply_PCB_backup,Yes,1040.4508205640855,1,16.33,,,,,,,,,,,,
OpenAVRc_Mega_2560 core mini_full_2.0,Yes,3779.3886506411072,25,428.33,,,,,,,,,,,,
OpenBot_openbot,Yes,718.829143,6,35.78,,,,,,,,,,,,
OpenHardwareExG_ActiveElectrode_OpenHardwareExG_ActiveElectrode,No,,,,,,,,,,,,,,,
OpenHardwareExG_Shield_OpenHardwareExG_Shield,Yes,3142.5016503394977,92,152.91,,,,,,,,,,,,
OpenHardwareExG_Shield_OpenHardwareExG_Shield_Test_Board,Yes,3722.418672502404,56,401.10999999999996,,,,,,,,,,,,
OpenHardwareExG_Shield_OpenHardwareExG_Shield_Test_Board_all_panelled,Yes,3722.418672502404,56,413.66999999999996,,,,,,,,,,,,
OpenMPPT_OpenMPPT,Yes,868.1638293,10,119.16,,,,,,,,,,,,
OpenTheremin_V3_Shield_OpenThereminCC,Yes,2161.623332572215,43,221.81,,,,,,,,,,,,
OpenVNAVI_driver unit,No,,,,,,,,,,,,,,,
OpenVNAVI_motor unit,Yes,59.006,0,0.13,,,,,,,,,,,,
OricMouse_OricMouse,No,,,,,,,,,,,,,,,
OvenController_Oven,No,,,,,,,,,,,,,,,
Own-Mailbox-Hardware_eth,No,,,,,,,,,,,,,,,
Own-Mailbox-Hardware_mailbox,No,,,,,,,,,,,,,,,
Own-Mailbox-Hardware_mailbox-before,Yes,2199.6485530537493,81,4249.75,,,,,,,,,,,,
Own-Mailbox-Hardware_pierre,No,,,,,,,,,,,,,,,
P8000_WDC_Emulator_P8000_WDC_Emulator,Yes,8834.405921,35,1461.89,,,,,,,,,,,,
PCB_constant_current_ac_hv,Yes,136.8090072,0,0.42,,,,,,,,,,,,
PCB_serie_led_strip,Yes,39.06,0,0.31,,,,,,,,,,,,
PCB_small_halogen_replacement,No,,,,,,,,,,,,,,,
PCIE-to-MXM-Adapter_PCIEx1toMXM3.0,Yes,2608.5345,41,6590.91,,,,,,,,,,,,
PDB_OSD_HARDWARE_Quadcopter Power Board,No,,,,,,,,,,,,,,,
PGA2311_pga2311,Yes,535.331,3,23.45,,,,,,,,,,,,
PICA_pica,Yes,3497.814895177927,9,567.03,,,,,,,,,,,,
PICA_rampzbackup,Yes,2791.2141248131998,1,570.79,,,,,,,,,,,,
POV_POV,Yes,304.8950591,0,1.7,,,,,,,,,,,,
PSU-5V-6V-Dual9V_PSU-5V-6V-Dual9V,Yes,1016.173861,0,27.56,,,,,,,,,,,,
PWRmeter_PWMeter,Yes,521.7981164,0,5.95,,,,,,,,,,,,
Paperino_HW_Paperino_shield,Yes,571.7705399,0,3.67,,,,,,,,,,,,
Paperino_HW_paperino_breakout,Yes,163.1592868,0,0.66,,,,,,,,,,,,
Paperino_HW_paperino_module,Yes,466.4292377047992,11,83.84,,,,,,,,,,,,
Phased-Array-Microphone-using-FPGA_SateliteMicrophone,Yes,225.1623186,1,6.41,,,,,,,,,,,,
Photodiode_dethead,Yes,229.1631935,0,1.74,,,,,,,,,,,,
Pi-Zero-SD-and-Audio-Out_BaseBoard,No,,,,,,,,,,,,,,,
PiBook_pibook,No,,,,,,,,,,,,,,,
PiPlay_AudioHAT,Yes,775.3910066,12,504.99,,,,,,,,,,,,
PiPlay_SDHat,Yes,543.862038,8,48.77,,,,,,,,,,,,
PiZeroHub_PiZeroHub,Yes,795.2681845,10,180.44,,,,,,,,,,,,
PixyWirelessShield_Shield PIXY,Yes,155.53924144952222,0,0.78,,,,,,,,,,,,
Planet_Vocab,Yes,609.9491146,0,2.01,,,,,,,,,,,,
PmodHDMIIn_PmodHDMIIn,Yes,820.5179815,5,95.08,,,,,,,,,,,,
PoEPi-hardware__autosave-pizero-poe,No,,,,,,,,,,,,,,,
PoEPi-hardware_pizero-poe,No,,,,,,,,,,,,,,,
PocketBone_pocketbone-kicad,No,,,,,,,,,,,,,,,
PowerGloveUHID_main_board,Yes,2260.808571,19,36.55,,,,,,,,,,,,
PowerGloveUHID_sensor_board,Yes,370.2754383,1,2.33,,,,,,,,,,,,
Practicas-Curso-Kicad_Ej2,Yes,559.3838193,7,8.98,,,,,,,,,,,,
Practicas-Curso-Kicad_Ejercicio2,Yes,624.8889295,4,38.91,,,,,,,,,,,,
Practicas-Curso-Kicad_Ejercicio_2,Yes,537.6523030064437,3,9.72,,,,,,,,,,,,
Practicas-Curso-Kicad_Fusari_Diego,Yes,44.53960282,0,0.36,,,,,,,,,,,,
Practicas-Curso-Kicad_Ivan-Dmytrow,Yes,43.38616252,0,0.37,,,,,,,,,,,,
Practicas-Curso-Kicad_PRY_EJ1,Yes,51.64793073,0,0.47,,,,,,,,,,,,
Practicas-Curso-Kicad_Salguero_Federico2,Yes,574.565955,4,8.89,,,,,,,,,,,,
Practicas-Curso-Kicad_mainenti_miguel,Yes,44.26084397,0,0.5,,,,,,,,,,,,
ProtoHead_v4_Protohead_v4_FAB_rc1,Yes,203.9261341,3,5.22,,,,,,,,,,,,
Protoboard-DIP-for-CHIP_chip-dip-protoboard,No,,,,,,,,,,,,,,,
Prototyping_Workshop_Prototyping_PCB,Yes,668.0115367405135,0,8.83,,,,,,,,,,,,
PsuFanController_FanController,Yes,156.9499855,0,0.73,,,,,,,,,,,,
QRPCard_QRPCard,Yes,902.2104122,6,71.38,,,,,,,,,,,,
R1002_R1002,Yes,535.4667372,10,41.85,,,,,,,,,,,,
R1007_R1007,Yes,806.1420797,12,85.46,,,,,,,,,,,,
RASPMINI_RASPmini,Yes,1146.194,3,67.83,,,,,,,,,,,,
RC2014_RC2014 IDE,Yes,1377.9182727838777,1,21.8,,,,,,,,,,,,
RC2014_RC2014 RAM,Yes,1940.9554856297932,11,33.269999999999996,,,,,,,,,,,,
RC2014_RC2014 Tandy Sound Card,Yes,2327.829527,9,126.88000000000001,,,,,,,,,,,,
RD60_RD60,No,,,,,,,,,,,,,,,
RFM69-PowerMonitor_RFM69-PowerMonitor,Yes,349.995,0,7.76,,,,,,,,,,,,
RFM69HCW_ATSHA204A_Breakout_RFM69HCW_ATSHA204A_Breakout,Yes,193.0306491,0,2.15,,,,,,,,,,,,
RF_SIGNAL_GENERATOR_HARDWARE_RF Signal Generator,Yes,1187.4266417273277,39,3449.6400000000003,,,,,,,,,,,,
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD,No,,,,,,,,,,,,,,,
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD_negative,Yes,1162.979839,11,254.22,,,,,,,,,,,,
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD_positive,Yes,1237.316671,16,162.09,,,,,,,,,,,,
RN2483shield_RN2483shield,No,,,,,,,,,,,,,,,
RPi-ATtiny85-Programmer_rpi_attiny85_programmer,Yes,209.45719946425692,0,1.06,,,,,,,,,,,,
RPi-PWM-Fan-interface_RPi PWM Fan interface,Yes,61.316,0,0.05,,,,,,,,,,,,
RSL_RSL,Yes,2212.270854066964,3,54.69,,,,,,,,,,,,
RX5808_diversityModule,Yes,594.8753659912628,8,34.300000000000004,,,,,,,,,,,,
RX5808_rx5808_4button,Yes,1037.828356,30,616.44,,,,,,,,,,,,
Radar-System_fmcw_radar,No,,,,,,,,,,,,,,,
Radio-FM-TEA5767_radio tea5767,Yes,689.8800474,2,17.03,,,,,,,,,,,,
RainbowFox_RainbowFox,No,,,,,,,,,,,,,,,
Raspberry-Pi-Soft-Power-Controller_Switching Supply TPS563208 MCI,Yes,162.38033161904247,0,1.24,,,,,,,,,,,,
Raspberry-Pi-Soft-Power-Controller_Zero Current Soft Power,Yes,310.011,1,3.36,,,,,,,,,,,,
RaspberryPi-PoE_PoELLi_PI,Yes,706.5736539,0,7.92,,,,,,,,,,,,
ReST32_ReST,Yes,5694.531313,75,6313.4,,,,,,,,,,,,
ReST32_ReST RRD-FGC-Adapter,Yes,725.813132,5,26.22,,,,,,,,,,,,
ReST32_ReST SD-Module,Yes,473.93507668581816,5,8.58,,,,,,,,,,,,
ReST32_combined,Yes,1064.5451685316596,6,101.21,,,,,,,,,,,,
Retro1DecodingModules_AddressDecoderModule,Yes,539.0491074,0,5.65,,,,,,,,,,,,
RoBoC_CameraAdaptor,Yes,693.9323222,0,1.98,,,,,,,,,,,,
RoBoC_RoboticsMKII,Yes,3495.8090112343434,61,4383.860000000001,,,,,,,,,,,,
S1G-Mod_JST_Adapter,Yes,59.54231585,0,0.42,,,,,,,,,,,,
S1G-Mod_S1G_Mod_868,No,,,,,,,,,,,,,,,
S4A-Mini-board_s4a-mini-board,Yes,1061.113776,1,7.73,,,,,,,,,,,,
SAMPad_SAMPad,No,,,,,,,,,,,,,,,
SIUSBSC_SIUSBSC,Yes,312.8298037,4,64.29,,,,,,,,,,,,
SMDBreakouts_smd_breakout,Yes,294.717946,0,2.34,,,,,,,,,,,,
SMDBreakouts_smd_breakout_quad,Yes,294.717946,0,2.3,,,,,,,,,,,,
SNAP-Badge_SNAP_badge,Yes,5041.83192,111,3558.02,,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware_Power,No,,,,,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware_Spex-Mainboard-Hardware,Yes,3285.914532,59,2591.48,,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware_Spex-Mainboard-Hardware_rev1,Yes,3269.380455,58,4152.11,,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware__autosave-Power,No,,,,,,,,,,,,,,,
SPEX_HAB_Mainboard_Hardware__autosave-Spex-Mainboard-Hardware,Yes,3333.4504596252436,57,1992.71,,,,,,,,,,,,
SPI-shift-register-CS_SPI shift register CS,Yes,1492.3671177297565,2,27.259999999999998,,,,,,,,,,,,
STM32F303_LQFP48_STM32_LQFP48,Yes,1003.5002604935748,18,147.65,,,,,,,,,,,,
STM32F373_LQFP48_STM32_LQFP48,Yes,954.9580265,9,217.39,,,,,,,,,,,,
SensebenderMicro2_SensebenderMicro2,No,,,,,,,,,,,,,,,
Sensory_Adaptation_Bot_sa_bot,Yes,2951.1040345152246,32,1459.5500000000002,,,,,,,,,,,,
Shift-in-32-HC165_shift-in,Yes,1611.675861,1,34.56,,,,,,,,,,,,
Shift-out-32-HC595_Shift-out,Yes,1445.644291,9,356.98,,,,,,,,,,,,
SimpleCPLD_SimpleCPLD,Yes,763.1841555,25,56.81,,,,,,,,,,,,
Simple_84_Keyboard_84,No,,,,,,,,,,,,,,,
Smart-Watch_BON-PCB,Yes,197.0180718,0,0.54,,,,,,,,,,,,
Smart-Watch_SmartWatch,Yes,1255.805882303347,66,2611.28,,,,,,,,,,,,
SmartLaserCO2-PCB_LaserPointer,Yes,49.8460844,0,0.23,,,,,,,,,,,,
SmartLaserCO2-PCB_OptAdjust,Yes,75.09491768,0,0.5,,,,,,,,,,,,
SmartLaserCO2-PCB_SmartLaserShield,Yes,1359.0292704158949,2,67.08,,,,,,,,,,,,
SmartLaserCO2-PCB_WaterCool,Yes,100.4440113,0,0.66,,,,,,,,,,,,
SmartLaserCO2-PCB__autosave-SmartLaserShield,Yes,1359.0292704158949,2,64,,,,,,,,,,,,
SmartLaserMiniShield_SmartLaserMiniShield,Yes,1186.282108,7,17.21,,,,,,,,,,,,
Solar_Project_Solar,Yes,3368.389,31,595.21,,,,,,,,,,,,
Solare-BQ24210_Solare-BQ24210,Yes,127.03937409687916,0,2.71,,,,,,,,,,,,
SparkSwitch_SparkProtectionSwitch,Yes,182.9242155,0,1.63,,,,,,,,,,,,
SpindleController_spindle_controller,No,,,,,,,,,,,,,,,
Starburst-One_alpha,No,,,,,,,,,,,,,,,
Starling_Starling_V1,No,,,,,,,,,,,,,,,
Starling__autosave-Starling WiPSU ver_0.1,Yes,399.8995053,1,14.92,,,,,,,,,,,,
Starling_matrix,No,,,,,,,,,,,,,,,
StickIt-MB_StickIt-Hat,Yes,1598.9803590601791,0,21.259999999999998,,,,,,,,,,,,
SunLeaf_SunLeaf_V2,Yes,2373.1422991873965,51,1553.1599999999999,,,,,,,,,,,,
SynthDrumTrigger_Synth Drum Trigger,Yes,440.61527744268193,0,1.9100000000000001,,,,,,,,,,,,
T962A-UpgradeBoard_T962A-UpgradeBoard,No,,,,,,,,,,,,,,,
TB6600StepperDriver_DEW_TB6600-V1,No,,,,,,,,,,,,,,,
TCKB_Kicad_TCKB,No,,,,,,,,,,,,,,,
TLPHnodeV2_TLPHnodeV2,Yes,453.7173066,7,165.67,,,,,,,,,,,,
TMC261-stepstick_TMC261-stepstick-v1,No,,,,,,,,,,,,,,,
TMC261-stepstick_TMC261-stepstick-v1.1,Yes,2977.885159010075,57,633.19,,,,,,,,,,,,
TOBS_HybridChargeController,No,,,,,,,,,,,,,,,
TPS63001-Breakout_TPS63001 Breakout,Yes,122.27452440782491,3,4.08,,,,,,,,,,,,
TPS63001-Breakout_TPS63001 Breakout 25x25,No,,,,,,,,,,,,,,,
TTNEnschedeMote_ArduinoNanoRN2483,Yes,488.5427439,1,4.98,,,,,,,,,,,,
TX5823_TX5823,No,,,,,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_PropShield_Uno,Yes,1092.967064,3,21.17,,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Teensy 35 Breakout v1,No,,,,,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Teensy 35 Breakout v2,Yes,2644.5309739784107,0,30.310000000000002,,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Teensy35Mega,Yes,5632.544807,34,913.7,,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_TeensyMegaIoShield,Yes,3604.182493625736,24,466.31,,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Teensy_Uno,Yes,3110.774062,9,117.25,,,,,,,,,,,,
Teensy-3.5-Breakout-Boaard_Test,Yes,843.28,0,5.8,,,,,,,,,,,,
Teensy-Hats_Teensy-7-Segment-Hat,Yes,177.4229172,2,1.94,,,,,,,,,,,,
Teensy-Hats_Teensy-LCD-LiDAR-Hat,Yes,764.7419191709013,1,6.569999999999999,,,,,,,,,,,,
Teensy-Hats_Temperature-Monitor-Hat,Yes,708.8094175,1,5.4,,,,,,,,,,,,
TeensyProtoboard_TeensyProtoboard,Yes,534.1453063,0,9.05,,,,,,,,,,,,
Theia_Theia,No,,,,,,,,,,,,,,,
ThinkerShield_ThinkerShield,Yes,977.4046384,3,27.37,,,,,,,,,,,,
Thremal-Printer_thermal printer,Yes,1095.491045330399,0,26.91,,,,,,,,,,,,
TinySimon_TinySimon,Yes,472.7507295,12,66.88,,,,,,,,,,,,
TinyTracker_ub-minimal,Yes,585.0637280478113,19,517.5,,,,,,,,,,,,
ToslinkCNC_Toslink PlanetCNC ECO shield,Yes,1043.366819392603,0,6.29,,,,,,,,,,,,
ToslinkCNC__autosave-ToslinkCNC_OneAxis,Yes,1226.627477866416,19,150.99,,,,,,,,,,,,
ToslinkCNC_toslink_arduino_shield,Yes,1866.4293260517402,11,38.32,,,,,,,,,,,,
TripleDelay2399_TripleDelay2399,Yes,2115.914003936403,0,31.29,,,,,,,,,,,,
Ttl_wlan_radar,No,,,,No,,,,No,,,,Yes,1454.001,104,N/A
TurbiGnUSB_Turbidignusb,Yes,509.6262895,1,23.5,,,,,,,,,,,,
UCCBPCB_USB_CAN_CONVERTER_BASIC,Yes,306.4456553975795,7,48.7,,,,,,,,,,,,
ULPI-Pmod_ULPI-Pmod,Yes,568.4786234,10,29.96,,,,,,,,,,,,
UProgrammer-Hardware_Programmer,Yes,2075.934725,38,363.13,,,,,,,,,,,,
USB-Adapter_USB Adapter,Yes,375.3292519610329,0,5.08,,,,,,,,,,,,
USB-TypeC-breakout-board_USB-TypeC-breakout-board,No,,,,,,,,,,,,,,,
USBtin_USBtin,Yes,548.7006195,0,5.07,,,,,,,,,,,,
UltrasonicSystem_Schematic,Yes,3424.6216039136925,10,123.17000000000002,,,,,,,,,,,,
UniversalBoard4Nucleo_Nucleo_Universal_Board,Yes,1254.862624,0,16.31,,,,,,,,,,,,
Usb-Serial-Breakout-Cp2102_cp2102,Yes,167.0668432886313,5,21.65,,,,,,,,,,,,
Usb_dac_dac,Yes,1969.2374291930616,5,309.72,,,,,,,,,,,,
VB-IoT1_VB-IoT1_v1,No,,,,,,,,,,,,,,,
VC4000MultiROM_MultiRomCard,Yes,6443.58349,18,676.02,,,,,,,,,,,,
VM-sensor-PT1000_vm-sensor-pt100,Yes,401.2715434,0,9.43,,,,,,,,,,,,
VariableGainAmplifier_AnalogFrontEnd,Yes,685.3459765,0,52.33,,,,,,,,,,,,
Vento_Vento,Yes,1798.084401,63,2827.24,,,,,,,,,,,,
WHCS-Base-Station_base-station,Yes,2730.074767248578,22,498.24,,,,,,,,,,,,
WS2811LEDMatrix_matrixcontrol,Yes,1335.981793,22,218.27,,,,,,,,,,,,
WeatherSpot_Weather_station_unit,No,,,,,,,,,,,,,,,
WeatherSpot_vreg_pressure,Yes,60.30147507,0,0.57,,,,,,,,,,,,
WemosLoraTracker_wemosGPSrfm,Yes,733.8743291081867,5,17.82,,,,,,,,,,,,
Wifi-Play-Board_Wifi_PB,No,,,,,,,,,,,,,,,
Wkaku_wkaku,No,,,,,,,,,,,,,,,
WordClock_v2.0_WordClock_v2,Yes,578.0560158,4,22.58,,,,,,,,,,,,
WyoManiacalDisplay_WyoDisplay,Yes,878.4219491,2,7.13,,,,,,,,,,,,
Youyue-858D-plus-FAN-speed-mod_youyue-858d-plus-fan-speed-mod,Yes,211.7028535,7,6.51,,,,,,,,,,,,
Youyue-858D-plus-MCU-adapter_youyue-858d-plus-mcu-adapter,Yes,407.6315127,0,13.06,,,,,,,,,,,,
a123-battery-integration_BCM,Yes,1554.7473813586007,20,132.07,,,,,,,,,,,,
abus-cfa1000-display-grabber_acs-display-grabber,Yes,3262.321058918632,71,615.12,,,,,,,,,,,,
airqualitystation_hardware,Yes,678.9190253,8,41.27,,,,,,,,,,,,
akuhei_akuhei,Yes,308.35483303263516,0,5.4399999999999995,,,,,,,,,,,,
analog_esr_meter_esr_meter_rev_a,Yes,783.143401,0,8.67,,,,,,,,,,,,
analog_esr_meter_esr_meter_rev_b,Yes,814.8837544,0,7.56,,,,,,,,,,,,
analogevse_AnalogEVSE,Yes,1687.05079,0,9.85,,,,,,,,,,,,
android_debug_cable_android_debug_cable,No,,,,,,,,,,,,,,,
anima_MotorDrive,Yes,1514.8798572299006,13,154.42999999999998,,,,,,,,,,,,
antdroid-board_antdroid-board,No,,,,,,,,,,,,,,,
apa102lantern_apa102-lantern-esp8266,Yes,524.8921306,0,4.52,,,,,,,,,,,,
apa102lantern_apa102-lantern-side,Yes,573.5580081,1,17.9,,,,,,,,,,,,
arduino-led-driver_arduino-led-driver,Yes,2398.824809323734,55,1294.75,,,,,,,,,,,,
arduino_arduino leds,Yes,730.5136178832261,0,6.23,,,,,,,,,,,,
arf154_arf154,No,,,,,,,,,,,,,,,
atmegax8-protoboard_atmegax8-protoboard,Yes,328.4997635143062,0,2.26,,,,,,,,,,,,
atmel-programmer_atmel_programmer,Yes,887.4693197,0,4.89,,,,,,,,,,,,
audio_relay_input_switch_relay_switch,Yes,561.0352248,2,5.64,,,,,,,,,,,,
audprog_audprog_v2,Yes,725.9695075,4,49.51,,,,,,,,,,,,
autohat-board_autohat-rig,No,,,,,,,,,,,,,,,
autohat-board_inverted-usd-adapter,Yes,234.4408561,0,0.55,,,,,,,,,,,,
autohat-board_usd-adapter,Yes,272.9014775,3,2.59,,,,,,,,,,,,
avr-divecomputer_dc,Yes,2091.148495,6,165.32,,,,,,,,,,,,
avr-fuser-32_adapter,Yes,4380.274038,11,107.25,,,,,,,,,,,,
avr-fuser-32_hvpp,Yes,1768.334,6,35.73,,,,,,,,,,,,
avr_frs_shield_avr_frs,Yes,644.1477346,0,2.48,,,,,,,,,,,,
avr_ledprojector_avr_ledprojection,No,,,,,,,,,,,,,,,
avr_ledprojector_avr_ledprojection-0402,No,,,,,,,,,,,,,,,
badge2015_badge2015,No,,,,,,,,,,,,,,,
badge2016_Badge_init,Yes,452.8651551,2,12.03,,,,,,,,,,,,
balena-rover-wide-hat_resin-rover,Yes,2007.413525,16,331.58,,,,,,,,,,,,
basic_esp_board_basic_esp_board,Yes,1231.955659,3,31.48,,,,,,,,,,,,
battmanpi_battmanpi,Yes,1237.818425,0,21.04,,,,,,,,,,,,
beast-phat_beast-phat,Yes,339.3099717,0,8.44,,,,,,,,,,,,
bee-light-measurement-matrix_bee-light-measurement-matrix,Yes,2276.917032,9,102.36,,,,,,,,,,,,
beer-gauge_beer-gauge,Yes,2224.2605824416196,69,739.5100000000001,,,,,,,,,,,,
beer-gauge_sensorboard,Yes,186.2685297,2,24.79,,,,,,,,,,,,
beryl_rain_beryl_rain,Yes,456.153973,6,31.36,,,,,,,,,,,,
bikedar_bikedar,Yes,712.9753325,13,267.34,,,,,,,,,,,,
bishboria_ErgoDox,No,,,,No,,,,No,,,,Yes,6665.346,3,N/A
blackmagic-isolated_mmp,No,,,,,,,,,,,,,,,
bldc-gimbal-1d_gimbal-board,Yes,855.3698023992978,18,103.94,,,,,,,,,,,,
bldc-gimbal-1d_r1_gimbal-board,Yes,946.6567811,11,61.24,,,,,,,,,,,,
blink-errr_blink-errr,Yes,159.4636658,1,1.77,,,,,,,,,,,,
blinktronicator_.kicad_pcb,Yes,448.11463743964345,31,133.78,,,,,,,,,,,,
blinky-badge_blinky,No,,,,,,,,,,,,,,,
bms-8s50-ic_bms-8s50-ic,No,,,,,,,,,,,,,,,
bmw-ibus-bluetooth_bmw_bt_cdcemu_analog,Yes,394.4947595,0,5.31,,,,,,,,,,,,
bmw-ibus-bluetooth_bmw_bt_cdcemu_digital,No,,,,,,,,,,,,,,,
board_armjtag_pmod_compatible_armjtag-pmod,Yes,271.49972850244455,0,1.13,,,,,,,,,,,,
boards_shift-register-demo-v2,Yes,1132.079364,0,5.81,,,,,,,,,,,,
boatcontrol_CommonCathode60A,Yes,2459.6675820980317,2,29.07,,,,,,,,,,,,
boatcontrol_NonLatchingNO30A,No,,,,,,,,,,,,,,,
bobc_LCD-panel-adapter-lvc,Yes,847.6148,6,69.779,Yes,805.7378,54,23,No,,,,Yes,838.3391,9,N/A
bobc_MS-F100,Yes,1045.213,19,68.058,No,,,,No,,,,Yes,1010.892,23,N/A
bobc_control_panel,Yes,2305.562,3,36.416,No,,,,No,,,,Yes,2392.273,0,N/A
bobc_led_clock,Yes,2388.769,26,771.3,No,,,,No,,,,Yes,2424.597,26,N/A
bobc_matrix_clock,Yes,5566.704,80,289.979,Yes,5210.756,413,564,No,,,,Yes,5606.755,60,N/A
bobc_mbeduinopresso,Yes,4054.961,16,247.053,No,,,,No,,,,Yes,3974.002,14,N/A
bpnode-bb_BPnode-BB,Yes,448.6303296895955,3,25.48,,,,,,,,,,,,
breakout-boards_50-to-100,Yes,110.9357471,4,1.69,,,,,,,,,,,,
breakout-boards_avr-isp-x2,Yes,42.17323886,0,0.36,,,,,,,,,,,,
breakout-boards_esp8266-jtag,Yes,400.9955191,0,4.44,,,,,,,,,,,,
breakout-boards_swd-and-uart,Yes,118.0221059,2,1.61,,,,,,,,,,,,
breakout-boards_swd-to-wires,Yes,103.9149387,0,1.85,,,,,,,,,,,,
breakout-boards_usb-5v-3v3,Yes,91.71053699,0,1.08,,,,,,,,,,,,
bristle_bot_light_follow_bristle_bot,Yes,347.14824130678664,0,1.06,,,,,,,,,,,,
bt-tnc_bttnc2,Yes,1818.7683744657702,46,3030.43,,,,,,,,,,,,
bt-tnc_tnc,Yes,693.43327,13,48.04,,,,,,,,,,,,
bullion_bullion,No,,,,,,,,,,,,,,,
bumps_bumps,No,,,,,,,,,,,,,,,
busblaster-to-swd_busblaster-to-swd,Yes,236.4872578,0,4.57,,,,,,,,,,,,
bypass_crossmix_bypass_crossmix,Yes,1341.965692777232,9,42.03,,,,,,,,,,,,
can_firewall_hardware_CAN_Firewall,Yes,2132.290588,65,2682.89,,,,,,,,,,,,
cap-soil-moisture-v2_soil-moisture2x4,Yes,343.7657902,2,6.19,,,,,,,,,,,,
card_card,No,,,,,,,,,,,,,,,
cat-trainer_feather32u4_mma8452_pcb,Yes,638.439279,0,2.43,,,,,,,,,,,,
cat-trainer_teensy_base_pcb,Yes,940.740482,1,7.57,,,,,,,,,,,,
cdi-tach_cdi-tach,Yes,2822.639,78,942.32,,,,,,,,,,,,
cdm324_backpack_cdm324,Yes,249.1085156,2,19.12,,,,,,,,,,,,
chip_lcd_dip_CHIP_LCD_DIP,No,,,,,,,,,,,,,,,
ciurlys_ciurlys,No,,,,,,,,,,,,,,,
cjmcu2_CJMCU2,No,,,,,,,,,,,,,,,
cleanhawk250_cleanhawk250-pdb,No,,,,,,,,,,,,,,,
clock_cb2,Yes,1773.037247,4,89.04,,,,,,,,,,,,
clock_lcdb4,Yes,1362.161186,2,57.11,,,,,,,,,,,,
clunet-switch1_switch,Yes,609.8084257,2,21.56,,,,,,,,,,,,
cnlohr_wiflier,No,,,,Yes,778.9373,85,62,No,,,,Yes,814.0749,85,N/A
cnlohr_wiflier_B,No,,,,Yes,817.3252,83,53,No,,,,Yes,701.423,56,N/A
cobwebb-junction-box_CobwebbJunctionBox,Yes,451.3466057,0,0.99,,,,,,,,,,,,
constant-current-h-bridge_constant_current_source,Yes,2384.661401,15,78.62,,,,,,,,,,,,
continuity-tester_continuity-tester,Yes,234.535,1,7.93,,,,,,,,,,,,
cookiecutter-xsproduct_{{cookiecutter.product_name}},Yes,174.1674403,0,1.7,,,,,,,,,,,,
crossover-schiit-stack_xover4schiit,Yes,170.8818848,0,0.48,,,,,,,,,,,,
custom_cpu--ALU_custom_cpu--ALU,Yes,1848.624315,5,45.93,,,,,,,,,,,,
custom_cpu--register_custom_cpu--register,Yes,1316.573399,0,3.77,,,,,,,,,,,,
data-manager_data-manager,No,,,,,,,,,,,,,,,
dc25_spqr_badge_badge-kicad,Yes,4256.36,81,1175.96,,,,,,,,,,,,
decelerator4030_decelerator4030,No,,,,,,,,,,,,,,,
denbit_basic,Yes,611.3874542602703,0,3.38,,,,,,,,,,,,
deskbot_breakout,Yes,332.4181325,1,4.72,,,,,,,,,,,,
devttys0_IRis,Yes,278.1192,0,5.113,No,,,,No,,,,Yes,298.2012,0,N/A
digital_clock_led_clock_3_and_4_digit,No,,,,,,,,,,,,,,,
digital_clock_led_clock_v1,Yes,5673.21523,15,103.97,,,,,,,,,,,,
disco-dongle_DiscoDongle,Yes,425.9873848,11,15.2,,,,,,,,,,,,
divergence_meter_dm_control,Yes,1806.5594486195805,21,1529.76,,,,,,,,,,,,
