PCB names,FreeRouting,,,,PcbRouter,,,,RL-MCTS,,,,Original solution,,,
ID-FIX_scanConnect,Yes,50.38148403,0,0.45,Yes,54.10835984051205,0,0.1,No,,,,Yes,54.42072783496849,0,N/A
IGN01A_IGN01A,Yes,692.3739167601177,1,24.21,Yes,604.1827933652606,19,5.0,No,,,,Yes,777.215499536188,3,N/A
IR-Transponder-ATTiny85-v2_Transponder_v2,Yes,135.9246517,0,3.01,Yes,121.6890176571681,3,0.1,No,,,,Yes,147.58217149168433,1,N/A
ISO-port_ch340-usb-serial-isolated,Yes,694.2854095226777,3,44.89,Yes,594.9012109530573,32,17.0,No,,,,Yes,731.7449934388565,32,N/A
Inhibition_amplifier,Yes,2365.057721,1,77.44,No,,,,No,,,,Yes,2702.2904251207888,29,N/A
Inhibition_amplifier.kicad_pcb-CNC version (with some problems),No,,,,No,,,,No,,,,Yes,2614.224863283171,57,N/A
Inkjet_InkjetBreakout,Yes,262.9934603,3,2.27,Yes,241.99205160428667,6,2.0,No,,,,Yes,349.43513359549,6,N/A
Inkjet_InkjetDriver,Yes,1164.066885,18,39.87,Yes,1093.76269576794,39,10.0,No,,,,Yes,1396.574813510661,37,N/A
Inkjet_PiezoDriver,No,,,,Yes,250.11153912588887,7,43.0,No,,,,Yes,287.72756389549505,6,N/A
Inkjet__autosave-InkjetDriver,Yes,1164.066885,18,42.66,Yes,1093.76269576794,39,9.0,No,,,,Yes,1394.4399306679481,37,N/A
JLink-SWD_JLink-SWD,Yes,312.5171629,2,8.47,No,,,,No,,,,Yes,307.69085094868655,8,N/A
JavierIH_kameshield,Yes,232.2542,0,2.404,No,,,,No,,,,Yes,299.4406,0,N/A
KOS01_IdealDiode20A_ideal_diode,Yes,222.3999511,1,7.54,No,,,,No,,,,Yes,198.21258482215177,3,N/A
Kefersender_UKW TX,No,,,,No,,,,No,,,,Yes,482.9788791691635,7,N/A
Keyboard_PCB_Keyboard,Yes,11938.151512851506,42,2963.0299999999997,No,,,,No,,,,Yes,13071.495538481533,63,N/A
Keyboard_tenkey,No,,,,No,,,,No,,,,Yes,1436.173564634685,8,N/A
KiCad-LTC6802-2_main,Yes,442.8895183,0,2.09,No,,,,No,,,,Yes,478.5151887430521,0,N/A
KiCad-Library_Teensy_test_layout,No,,,,No,,,,No,,,,Yes,14407.851089333672,343,N/A
KiCad-Like-a-Pro-Tutorial_proj2-sevensegment,No,,,,Yes,331.4712272357046,4,3.0,No,,,,Yes,305.6559683493417,5,N/A
KiCad-Like-a-Pro-Tutorial_rf24-breakout-v1,Yes,182.0516391,0,1.14,Yes,176.49180809371353,3,1.0,No,,,,Yes,220.46326831713532,0,N/A
KiwiSDR_PCB_ant,No,,,,Yes,953.1637883738858,41,227.0,No,,,,Yes,1000.6495676122081,13,N/A
KiwiSDR_PCB_kiwi,No,,,,No,,,,No,,,,Yes,3134.6627931230214,74,N/A
KosselHotendBoard_KosselHotendPCB,Yes,201.1059941,0,1.15,Yes,202.9174544801515,5,1.0,No,,,,Yes,214.13289553235774,0,N/A
L6235-PCB_L6235,Yes,685.1926251,0,3.24,Yes,677.0488716311679,5,9.0,No,,,,Yes,863.2036546286345,0,N/A
LAUNCHXL-F28027-isolation-PCB_project1,Yes,180.0341403,0,2.04,Yes,179.8116912454315,4,1.0,No,,,,Yes,293.31728657740473,0,N/A
LED-Square_PT4115_LED-Square_PT4115,Yes,415.5431446,2,16.24,No,,,,No,,,,Yes,478.88128506472606,3,N/A
LED-grid-8x8_LED grid 8x8,Yes,815.1582106026354,0,2.67,No,,,,No,,,,Yes,871.6240324879172,0,N/A
LED-strip_PWM_LED-strip_PWM,Yes,201.2196074,4,10.54,Yes,175.99400090616473,15,1.0,No,,,,Yes,219.3265909021608,5,N/A
LED_Clock_AM_led_clock,Yes,2430.081021225314,26,718.79,No,,,,No,,,,Yes,2476.6659134778465,26,N/A
LED_port-status_LED_port-status,No,,,,No,,,,No,,,,Yes,242.81359343913815,16,N/A
LED_port-status_LED_port-status-CA,Yes,89.64983324,8,3.85,Yes,85.08942215957316,8,0.1,No,,,,Yes,108.52774379923429,8,N/A
LED_port-status_LED_port-status-CA-CC-combo,Yes,96.46777047,8,2.63,Yes,85.08942557378761,8,0.1,No,,,,Yes,108.52798522342461,8,N/A
LMS6002-Pmod_LMS6002-Pmod,Yes,2235.0983380852804,41,1612.6499999999999,No,,,,No,,,,Yes,2110.5192262516953,63,N/A
LPC2148_Stick_LPC2148_stick,No,,,,No,,,,No,,,,Yes,5399.170994149189,111,N/A
LPC2148_Stick__autosave-LPC2148_stick,Yes,4377.198612956837,57,4827.429999999999,No,,,,No,,,,Yes,5470.158497803081,113,N/A
LSU_4-9_O2_Sensor_Controller_LO2SC,Yes,721.5543002,20,98.4,No,,,,No,,,,Yes,904.812657323828,28,N/A
LT3652EvalBoard_LT3652EvalBoard,Yes,623.571,0,10.49,Yes,544.0224983092332,16,4.0,No,,,,Yes,626.6229478152616,4,N/A
LVDS2TMDS_LVDS2TMDS,Yes,356.6519798694337,10,3.76,No,,,,No,,,,Yes,379.389498653245,9,N/A
LadyBugShield_LBS-TEST1,Yes,412.05257,2,10.68,Yes,360.78582403848327,22,3.0,No,,,,Yes,473.52535800123565,12,N/A
LadyBugShield_LadyBugShield,No,,,,Yes,982.1592978814043,56,150.0,No,,,,Yes,1244.1622608609987,13,N/A
LadybugLiteBlue_HW_LadybugBlueLite,Yes,1036.3521820557833,13,195.2,No,,,,No,,,,Yes,1039.6384498571736,28,N/A
LargeWordClock_LargeKickstarter,No,,,,Yes,45457.68143479175,2164,9374.0,No,,,,Yes,46915.72968083017,607,N/A
LaundryMeasure_ac-ac,Yes,46.98565741,0,0.32,Yes,45.553080262647676,0,0.1,No,,,,Yes,85.1426542263083,0,N/A
LeeChee_1800,No,,,,Yes,17955.91102855532,586,1409.0,No,,,,Yes,21947.35282747336,94,N/A
LiFePO4-Charge-Controller_LiFePO4-Charge-Controller,Yes,845.7168767,0,25.04,Yes,738.3088638549305,16,41.0,No,,,,Yes,855.2982854376643,1,N/A
LiPoSensor_lipo_sensor,Yes,483.28805561633243,15,41.92,Yes,384.2829520986155,39,2.0,No,,,,Yes,545.7195546031263,18,N/A
LibreSolar_MPPT_charger_20A,No,,,,No,,,,No,,,,Yes,3983.277,408,N/A
Librecalc-Hardware__autosave-calculator,No,,,,No,,,,No,,,,Yes,4513.885782955982,248,N/A
LimitSwitchesPlugin_LimitSwitchesPlugin,Yes,703.605,2,22.87,Yes,714.5004351834136,9,57.0,No,,,,Yes,864.2836761914498,15,N/A
LizardBoard_lizard,Yes,240.7394,4,7.98,No,,,,No,,,,Yes,247.851637123797,7,N/A
LoLin_Designs_LoLin,Yes,219.1748662,0,0.93,Yes,212.5451321835254,1,2.0,No,,,,Yes,236.32618745938896,0,N/A
LoRaCatKitty_NodeLoRaGroveKitty,No,,,,No,,,,No,,,,Yes,1490.046656665423,53,N/A
LoRaCatTrack_GPSLoRa,Yes,1276.718267,5,38.9,No,,,,No,,,,Yes,1497.144806694338,20,N/A
LoRaPP_loramod,Yes,691.9062529,16,217.01,No,,,,No,,,,Yes,732.8984305835793,22,N/A
LoRaWAN_GPS_MINI-ULTRA-PRO,Yes,1324.735066,55,1462.97,No,,,,No,,,,Yes,1394.7718091185661,49,N/A
LoRaWAN_GPS_lorawan_gps,No,,,,No,,,,No,,,,Yes,1437.475819738808,74,N/A
LogicBoxen_LogicBoxen,Yes,976.9820387843756,34,72.69,Yes,896.5045226074441,82,8.0,No,,,,Yes,1035.975478124882,51,N/A
LongPixel_AnalogDriverMini,Yes,367.21975761322614,0,6.82,No,,,,No,,,,Yes,368.3038385182953,8,N/A
LoraWAN-Stick_LoraWAN-Stick,Yes,1528.999141917442,33,116.28,No,,,,No,,,,Yes,1602.3012842383891,81,N/A
LoraWAN-Stick_LoraWAN_Header_Backwards,Yes,1813.9643681901712,28,659.0799999999999,No,,,,No,,,,Yes,1907.9771734653864,161,N/A
Lys_Lys,No,,,,No,,,,No,,,,Yes,2310.512019605966,62,N/A
MAGFest-2017-Swadges_magfest_badges,Yes,1224.8450490377766,11,56.019999999999996,No,,,,No,,,,Yes,1253.029323179105,18,N/A
MAPone_MAP_append,Yes,982.1953472674359,0,11.45,No,,,,No,,,,Yes,1145.2551549798893,0,N/A
MAPone_MAPone,No,,,,No,,,,No,,,,Yes,1152.9469008701594,0,N/A
MAVRIC_Hardware_ArduinoPracticeBoard,Yes,729.4024368506708,10,22.69,No,,,,No,,,,Yes,706.5064886388832,28,N/A
MAVRIC_Hardware_Motherboard,Yes,2127.6865920960577,8,414.13000000000005,No,,,,No,,,,Yes,2149.6215550192596,37,N/A
MAVRIC_Hardware_SoilBoard,Yes,383.1282172,3,39.56,Yes,317.85483585400794,27,32.0,No,,,,Yes,427.22887795440533,8,N/A
MAVRIC_Hardware__autosave-Motherboard,Yes,2127.6865920960577,8,379.33000000000004,No,,,,No,,,,Yes,2149.6215550192596,37,N/A
MAVRIC_Hardware_pcieduino,Yes,1078.1015902032063,25,179.67000000000002,No,,,,No,,,,Yes,1090.8927730742635,41,N/A
MOD-MPU9150_mod-mpu9150,Yes,224.07824231651193,4,6.5600000000000005,Yes,168.90608241630562,24,7.0,No,,,,Yes,210.1127763408082,8,N/A
MSGEQ7-Breakout-Board_MSGEQ7_Breakout_Board,Yes,191.8159992,0,1.23,Yes,186.15970964114504,1,1.0,No,,,,Yes,211.39856265584484,0,N/A
MYS-PMS7003_MYS-PMS7003,Yes,2306.748933265057,23,330.90000000000003,No,,,,No,,,,Yes,2531.2635359276896,43,N/A
MagSpoofPI_MagSpoofinThePi,Yes,548.1077615,0,5.35,Yes,546.5833253404736,8,10.0,No,,,,Yes,659.0956074111962,0,N/A
MeArm-Wireless-PCB_MeArmWireless,Yes,1520.886668054689,21,209.20000000000002,No,,,,No,,,,Yes,1506.3895108367685,37,N/A
Mechaduino-DR_Mechaduino DR 1.01,Yes,1324.968825764318,35,1326.06,No,,,,No,,,,Yes,1430.42929706713,70,N/A
MicroMaple_MicroMaple,Yes,1459.463182914067,39,3114.4,No,,,,No,,,,Yes,1505.457412905523,68,N/A
Microdox-PCB_Microdox,No,,,,No,,,,No,,,,Yes,3660.7937649619353,24,N/A
Microdox-PCB_Microdox-LEDs,No,,,,No,,,,No,,,,Yes,4085.4015237550825,35,N/A
Microdox-PCB_Microdox-topMCU,Yes,2757.925530945715,5,16.62,No,,,,No,,,,Yes,3056.774479376012,16,N/A
Microdox-PCB_Print-Microdox,No,,,,No,,,,No,,,,Yes,3611.8808282711743,26,N/A
Microdox-PCB_pcbbackup,No,,,,No,,,,No,,,,Yes,4107.563727478272,33,N/A
Mini-Ultra-8-MHz_RS-MINI-ULTRA-8M,Yes,447.7377924,17,45.96,No,,,,No,,,,Yes,515.3150759419218,11,N/A
Minitel_bbb-adapter,Yes,946.734318,3,8.07,Yes,884.5735541464855,13,11.0,No,,,,Yes,1003.0736270188031,4,N/A
Minitel_driver_board,Yes,843.3362929,0,4.41,Yes,824.0180255973643,9,12.0,No,,,,Yes,968.2568006779911,4,N/A
Minitel_video_output_stage,Yes,631.1598079,0,1.99,Yes,621.8213160821584,1,7.0,No,,,,Yes,684.7769641989785,0,N/A
MixSID_mixsid,No,,,,Yes,2663.319518501319,213,111.0,No,,,,Yes,2793.8945563487136,25,N/A
MonApollo_analog-board,No,,,,No,,,,No,,,,Yes,18646.671085646147,225,N/A
MonApollo_digital-board,No,,,,No,,,,No,,,,Yes,18274.750626635538,173,N/A
MoonLander_MoonLander,Yes,797.6062926738778,22,405.03999999999996,No,,,,No,,,,Yes,800.3372284991615,30,N/A
MySRaspiGW_MySRaspiGW,Yes,98.779,2,3.92,Yes,84.27422074112307,7,1.0,No,,,,Yes,93.4010829248848,3,N/A
MySRaspiGW_MySRaspiGW_PA_LNA,Yes,98.26305371058434,2,1.62,Yes,86.33998386532915,6,0.1,No,,,,Yes,97.98299299853043,2,N/A
MySRaspiGW_MySRaspiGW_PA_LNA_Pimoroni,Yes,102.8992867,2,4.95,Yes,106.53947980194086,5,1.0,No,,,,Yes,95.99123016401708,2,N/A
MySRaspiGW_MySRaspiGW_Pimoroni,Yes,120.58902988302552,2,0.9,Yes,112.77615504660557,8,2.0,No,,,,Yes,117.31456517544109,1,N/A
MySensorIRBlaster_IR Blaster,Yes,1062.353363832063,24,84.57,No,,,,No,,,,Yes,1067.7809764010187,35,N/A
MySensorsNode_LE-BOX-0028,Yes,3237.201390105733,43,978.72,No,,,,No,,,,Yes,3325.710620992919,77,N/A
MySensors_SecureKeyfob_MySensors_RNDKeyfob,No,,,,No,,,,No,,,,Yes,683.6035524325656,35,N/A
NRC2016_banked_ram,Yes,3795.008682,25,155.54,Yes,3660.221887304983,221,226.0,No,,,,Yes,3551.8244666694377,32,N/A
NRC2016_usb_sio,Yes,1917.586593,11,62.77,No,,,,No,,,,Yes,1844.0498149441473,25,N/A
NRC2016_z80,Yes,5332.466,13,186.76,No,,,,No,,,,Yes,5300.865408537141,34,N/A
NavigationThing_NavigationThing,Yes,795.3561542677537,0,240.62,Yes,741.5749098390631,26,8.0,No,,,,Yes,874.5828659392206,1,N/A
NavigationThing_NavigationThingBacklight,No,,,,Yes,46.25979797464471,5,1.0,No,,,,Yes,51.71101730552659,0,N/A
NeoWall_NeoWall,Yes,574.661,0,5.88,Yes,516.4762858884266,8,6.0,No,,,,Yes,632.4655305957235,0,N/A
Neptune-Hardware_DataAcquisitionBoard,Yes,686.4463953,0,1.76,No,,,,No,,,,Yes,794.0009730918123,1,N/A
NiMH-Charger_NiMH Charger,Yes,883.5042187681607,0,4.57,No,,,,No,,,,Yes,992.3574362761659,0,N/A
NightClock_ESPBoard,Yes,611.2873917,6,14.39,No,,,,No,,,,Yes,636.5172953630664,9,N/A
NoVo-Pi_NoVoPi,Yes,571.0218393,0,2.04,Yes,558.299284839316,0,4.0,No,,,,Yes,628.1618100308244,0,N/A
NodeMcu-v3-LiPoly-LiIon-Backpack_NodeMcuLiPolyBackpack,Yes,156.2653544,0,2.36,Yes,128.7217906514915,8,2.0,No,,,,Yes,183.6318536124035,0,N/A
OLD-Stepper-motor-board-design-project_Stepper motor driver,Yes,539.2175555335835,15,13.35,No,,,,No,,,,Yes,587.0801208187938,30,N/A
Omega2-Berrydock_berrydock-mini,Yes,1546.686984,28,1006.77,No,,,,No,,,,Yes,1677.1062627181211,96,N/A
Omega2-mini-dock_Omega2 mini-dock,Yes,552.3899121449175,0,13.46,No,,,,No,,,,Yes,576.8088215245835,6,N/A
OpAmpPassXsistorBenchSupply_OpAmpPassXsistorBenchSupply,Yes,1578.1926834857447,2,24.28,No,,,,No,,,,Yes,1782.9604220600875,15,N/A
Open-Source-Power-Supply_PowerSupply_PCB,Yes,1041.752,2,17.41,Yes,988.5314125437536,21,18.0,No,,,,Yes,1165.7768924731215,15,N/A
Open-Source-Power-Supply_PowerSupply_PCB_backup,Yes,1040.4508205640855,1,16.33,Yes,981.6904225356228,16,15.0,No,,,,Yes,1085.6882716013342,1,N/A
OpenAVRc_Mega_2560 core mini_full_2.0,Yes,3779.3886506411072,25,428.33,No,,,,No,,,,Yes,3921.1549445380074,102,N/A
OpenBot_openbot,Yes,718.829143,6,35.78,Yes,683.7707970003183,21,31.0,No,,,,Yes,781.4498372743044,12,N/A
OpenHardwareExG_ActiveElectrode_OpenHardwareExG_ActiveElectrode,No,,,,No,,,,No,,,,Yes,159.51786147224033,3,N/A
OpenHardwareExG_Shield_OpenHardwareExG_Shield,Yes,3142.5016503394977,92,152.91,Yes,2535.185727879179,359,1731.0,No,,,,Yes,3099.349038999996,101,N/A
OpenHardwareExG_Shield_OpenHardwareExG_Shield_Test_Board,Yes,3722.418672502404,56,401.10999999999996,Yes,3213.392183718776,139,507.0,No,,,,Yes,4045.3966882937107,159,N/A
OpenHardwareExG_Shield_OpenHardwareExG_Shield_Test_Board_all_panelled,Yes,3722.418672502404,56,413.66999999999996,Yes,3213.392183718776,139,504.0,No,,,,Yes,4045.3966882937107,159,N/A
OpenMPPT_OpenMPPT,Yes,868.1638293,10,119.16,No,,,,No,,,,Yes,1000.8767013301319,19,N/A
OpenTheremin_V3_Shield_OpenThereminCC,Yes,2161.623332572215,43,221.81,No,,,,No,,,,Yes,2420.434498746275,65,N/A
OpenVNAVI_driver unit,No,,,,No,,,,No,,,,Yes,3169.664688122748,34,N/A
OpenVNAVI_motor unit,Yes,59.006,0,0.13,No,,,,No,,,,Yes,68.2280789463993,0,N/A
OricMouse_OricMouse,No,,,,No,,,,No,,,,Yes,2542.258722072202,4,N/A
OvenController_Oven,No,,,,Yes,1891.4674299673704,36,34042.0,No,,,,Yes,2042.5746673952722,1,N/A
Own-Mailbox-Hardware_eth,No,,,,No,,,,No,,,,Yes,2569.1419745884914,151,N/A
Own-Mailbox-Hardware_mailbox,No,,,,No,,,,No,,,,Yes,2515.014949587338,154,N/A
Own-Mailbox-Hardware_mailbox-before,Yes,2199.6485530537493,81,4249.75,No,,,,No,,,,Yes,3260.345112976322,271,N/A
Own-Mailbox-Hardware_pierre,No,,,,No,,,,No,,,,Yes,2978.451440396981,179,N/A
P8000_WDC_Emulator_P8000_WDC_Emulator,Yes,8834.405921,35,1461.89,No,,,,No,,,,Yes,9828.665079377004,26,N/A
PCB_constant_current_ac_hv,Yes,136.8090072,0,0.42,Yes,137.54091770706273,0,1.0,No,,,,Yes,138.18468396369033,0,N/A
PCB_serie_led_strip,Yes,39.06,0,0.31,Yes,38.69999999999993,0,0.1,No,,,,Yes,39.06000000000003,0,N/A
PCB_small_halogen_replacement,No,,,,Yes,314.7866289611551,14,5.0,No,,,,Yes,327.68633890738147,0,N/A
PCIE-to-MXM-Adapter_PCIEx1toMXM3.0,Yes,2608.5345,41,6590.91,No,,,,No,,,,Yes,3049.551857745486,97,N/A
PDB_OSD_HARDWARE_Quadcopter Power Board,No,,,,No,,,,No,,,,Yes,822.6275052802229,21,N/A
PGA2311_pga2311,Yes,535.331,3,23.45,Yes,469.5760568245439,22,4.0,No,,,,Yes,560.7604393931938,7,N/A
PICA_pica,Yes,3497.814895177927,9,567.03,No,,,,No,,,,Yes,3679.8565767535774,17,N/A
PICA_rampzbackup,Yes,2791.2141248131998,1,570.79,No,,,,No,,,,Yes,2965.320651586994,9,N/A
POV_POV,Yes,304.8950591,0,1.7,Yes,297.8014628389858,1,2.0,No,,,,Yes,324.4306310420305,0,N/A
PSU-5V-6V-Dual9V_PSU-5V-6V-Dual9V,Yes,1016.173861,0,27.56,Yes,943.1164804318172,26,26.0,No,,,,Yes,1109.0688473969049,0,N/A
PWRmeter_PWMeter,Yes,521.7981164,0,5.95,No,,,,No,,,,Yes,619.6870321662642,0,N/A
Paperino_HW_Paperino_shield,Yes,571.7705399,0,3.67,No,,,,No,,,,Yes,532.2933247791509,6,N/A
Paperino_HW_paperino_breakout,Yes,163.1592868,0,0.66,No,,,,No,,,,Yes,168.1577439306738,0,N/A
Paperino_HW_paperino_module,Yes,466.4292377047992,11,83.84,Yes,379.7818767220897,42,4.0,No,,,,Yes,480.2511048107449,28,N/A
Phased-Array-Microphone-using-FPGA_SateliteMicrophone,Yes,225.1623186,1,6.41,Yes,186.32804461028553,13,1.0,No,,,,Yes,220.7728488332499,5,N/A
Photodiode_dethead,Yes,229.1631935,0,1.74,No,,,,No,,,,Yes,257.3974447153389,0,N/A
Pi-Zero-SD-and-Audio-Out_BaseBoard,No,,,,Yes,1166.7815168517827,95,16.0,No,,,,Yes,1262.1265270066733,47,N/A
PiBook_pibook,No,,,,No,,,,No,,,,Yes,5391.459051637791,113,N/A
PiPlay_AudioHAT,Yes,775.3910066,12,504.99,Yes,685.4082418327556,47,16.0,No,,,,Yes,833.4398602371939,26,N/A
PiPlay_SDHat,Yes,543.862038,8,48.77,Yes,492.336925350054,27,5.0,No,,,,Yes,634.4067814091063,22,N/A
PiZeroHub_PiZeroHub,Yes,795.2681845,10,180.44,Yes,618.8953592725597,41,52.0,No,,,,Yes,775.536900127376,26,N/A
PixyWirelessShield_Shield PIXY,Yes,155.53924144952222,0,0.78,No,,,,No,,,,Yes,175.18572895911615,0,N/A
Planet_Vocab,Yes,609.9491146,0,2.01,Yes,605.9947575155846,2,7.0,No,,,,Yes,861.5347374023977,0,N/A
PmodHDMIIn_PmodHDMIIn,Yes,820.5179815,5,95.08,No,,,,No,,,,Yes,879.2600833477759,8,N/A
PoEPi-hardware__autosave-pizero-poe,No,,,,Yes,1147.8580262874466,92,23.0,No,,,,Yes,1363.1925600693196,58,N/A
PoEPi-hardware_pizero-poe,No,,,,Yes,1070.1102493726485,86,18.0,No,,,,Yes,1244.887482526262,52,N/A
PocketBone_pocketbone-kicad,No,,,,No,,,,No,,,,Yes,1649.7452492779103,77,N/A
PowerGloveUHID_main_board,Yes,2260.808571,19,36.55,Yes,2049.708506407066,69,769.0,No,,,,Yes,2353.376932643424,71,N/A
PowerGloveUHID_sensor_board,Yes,370.2754383,1,2.33,No,,,,No,,,,Yes,372.3130844102832,1,N/A
Practicas-Curso-Kicad_Ej2,Yes,559.3838193,7,8.98,No,,,,No,,,,Yes,649.1856576336802,10,N/A
Practicas-Curso-Kicad_Ejercicio2,Yes,624.8889295,4,38.91,Yes,562.0001159435536,24,6.0,No,,,,Yes,841.8588773393159,11,N/A
Practicas-Curso-Kicad_Ejercicio_2,Yes,537.6523030064437,3,9.72,No,,,,No,,,,Yes,617.539556509568,8,N/A
Practicas-Curso-Kicad_Fusari_Diego,Yes,44.53960282,0,0.36,Yes,44.263057073513565,0,0.1,No,,,,Yes,46.84332257335244,2,N/A
Practicas-Curso-Kicad_Ivan-Dmytrow,Yes,43.38616252,0,0.37,Yes,43.47350647362946,0,0.1,No,,,,Yes,45.2503153053663,2,N/A
Practicas-Curso-Kicad_PRY_EJ1,Yes,51.64793073,0,0.47,No,,,,No,,,,Yes,53.61501658765162,2,N/A
Practicas-Curso-Kicad_Salguero_Federico2,Yes,574.565955,4,8.89,No,,,,No,,,,Yes,685.7778450544598,17,N/A
Practicas-Curso-Kicad_mainenti_miguel,Yes,44.26084397,0,0.5,No,,,,No,,,,Yes,50.19039298186344,2,N/A
ProtoHead_v4_Protohead_v4_FAB_rc1,Yes,203.9261341,3,5.22,No,,,,No,,,,Yes,217.9201250437088,2,N/A
Protoboard-DIP-for-CHIP_chip-dip-protoboard,No,,,,Yes,677.6362823870965,5,35.0,No,,,,Yes,663.8138482347817,0,N/A
Prototyping_Workshop_Prototyping_PCB,Yes,668.0115367405135,0,8.83,Yes,627.7938434449094,13,11.0,No,,,,Yes,699.081461200797,1,N/A
PsuFanController_FanController,Yes,156.9499855,0,0.73,Yes,154.95311343009632,0,0.1,No,,,,Yes,180.1731370849899,0,N/A
QRPCard_QRPCard,Yes,902.2104122,6,71.38,No,,,,No,,,,Yes,981.0230324183308,14,N/A
R1002_R1002,Yes,535.4667372,10,41.85,No,,,,No,,,,Yes,631.0795561803802,12,N/A
R1007_R1007,Yes,806.1420797,12,85.46,No,,,,No,,,,Yes,871.1588402542989,21,N/A
RASPMINI_RASPmini,Yes,1146.194,3,67.83,No,,,,No,,,,Yes,1187.2704469335529,5,N/A
RC2014_RC2014 IDE,Yes,1377.9182727838777,1,21.8,No,,,,No,,,,Yes,1528.7390237337488,16,N/A
RC2014_RC2014 RAM,Yes,1940.9554856297932,11,33.269999999999996,No,,,,No,,,,Yes,2649.0096411025147,23,N/A
RC2014_RC2014 Tandy Sound Card,Yes,2327.829527,9,126.88000000000001,No,,,,No,,,,Yes,2574.0986017721443,89,N/A
RD60_RD60,No,,,,Yes,4150.146214784774,29,184.0,No,,,,Yes,4995.275744654858,31,N/A
RFM69-PowerMonitor_RFM69-PowerMonitor,Yes,349.995,0,7.76,No,,,,No,,,,Yes,424.4355300898757,0,N/A
RFM69HCW_ATSHA204A_Breakout_RFM69HCW_ATSHA204A_Breakout,Yes,193.0306491,0,2.15,No,,,,No,,,,Yes,191.60727363361164,2,N/A
RF_SIGNAL_GENERATOR_HARDWARE_RF Signal Generator,Yes,1187.4266417273277,39,3449.6400000000003,No,,,,No,,,,Yes,1286.614064569436,64,N/A
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD,No,,,,No,,,,No,,,,Yes,1275.6869883620864,18,N/A
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD_negative,Yes,1162.979839,11,254.22,No,,,,No,,,,Yes,1357.0904154486054,18,N/A
RGBMatrixPanelCPLD-PhotonBackpack_RGBMatrixPanel_CPLD_positive,Yes,1237.316671,16,162.09,No,,,,No,,,,Yes,1360.6681660670672,18,N/A
RN2483shield_RN2483shield,No,,,,Yes,470.61173378360536,8,526.0,No,,,,Yes,525.7137732981331,8,N/A
RPi-ATtiny85-Programmer_rpi_attiny85_programmer,Yes,209.45719946425692,0,1.06,Yes,194.41317139919866,2,1.0,No,,,,Yes,211.02215101828574,0,N/A
RPi-PWM-Fan-interface_RPi PWM Fan interface,Yes,61.316,0,0.05,No,,,,No,,,,Yes,58.68160875384852,0,N/A
RSL_RSL,Yes,2212.270854066964,3,54.69,No,,,,No,,,,Yes,2592.057639587913,18,N/A
RX5808_diversityModule,Yes,594.8753659912628,8,34.300000000000004,No,,,,No,,,,Yes,585.5694294043682,24,N/A
RX5808_rx5808_4button,Yes,1037.828356,30,616.44,No,,,,No,,,,Yes,1006.9731335895999,40,N/A
Radar-System_fmcw_radar,No,,,,No,,,,No,,,,Yes,504.63414434714775,6,N/A
Radio-FM-TEA5767_radio tea5767,Yes,689.8800474,2,17.03,No,,,,No,,,,Yes,738.7624101605555,6,N/A
RainbowFox_RainbowFox,No,,,,No,,,,No,,,,Yes,18387.002329529096,106,N/A
Raspberry-Pi-Soft-Power-Controller_Switching Supply TPS563208 MCI,Yes,162.38033161904247,0,1.24,No,,,,No,,,,Yes,178.19921287012835,4,N/A
Raspberry-Pi-Soft-Power-Controller_Zero Current Soft Power,Yes,310.011,1,3.36,No,,,,No,,,,Yes,410.2781386975403,5,N/A
RaspberryPi-PoE_PoELLi_PI,Yes,706.5736539,0,7.92,No,,,,No,,,,Yes,804.0849667075514,10,N/A
ReST32_ReST,Yes,5694.531313,75,6313.4,No,,,,No,,,,Yes,5969.30080010025,159,N/A
ReST32_ReST RRD-FGC-Adapter,Yes,725.813132,5,26.22,No,,,,No,,,,Yes,788.0277619943363,20,N/A
ReST32_ReST SD-Module,Yes,473.93507668581816,5,8.58,No,,,,No,,,,Yes,441.88371635284545,9,N/A
ReST32_combined,Yes,1064.5451685316596,6,101.21,No,,,,No,,,,Yes,1274.8000982358028,32,N/A
Retro1DecodingModules_AddressDecoderModule,Yes,539.0491074,0,5.65,Yes,510.252498679578,5,4.0,No,,,,Yes,615.9181895675937,1,N/A
RoBoC_CameraAdaptor,Yes,693.9323222,0,1.98,No,,,,No,,,,Yes,696.262041757989,16,N/A
RoBoC_RoboticsMKII,Yes,3495.8090112343434,61,4383.860000000001,No,,,,No,,,,Yes,3585.082441050458,107,N/A
S1G-Mod_JST_Adapter,Yes,59.54231585,0,0.42,Yes,54.21147904132612,2,0.1,No,,,,Yes,61.19311713670996,0,N/A
S1G-Mod_S1G_Mod_868,No,,,,No,,,,No,,,,Yes,1067.9350965489048,41,N/A
S4A-Mini-board_s4a-mini-board,Yes,1061.113776,1,7.73,No,,,,No,,,,Yes,1178.5030657628104,1,N/A
SAMPad_SAMPad,No,,,,No,,,,No,,,,Yes,5565.312881603008,128,N/A
SIUSBSC_SIUSBSC,Yes,312.8298037,4,64.29,No,,,,No,,,,Yes,295.4725686817827,5,N/A
